l,,,,,,Favourite Pokemon 2025 (From Sparklez Squad Survey) ,,,,,,,,
,,,,,," (Curent total of 26,407 votes)",,,,,Notes/Patch:,REMOVED PARTNER PIKACHU/PARTNER EEVEE,,
867th,879,Copperajah,Gen VIII (Galar/Hisui),4,,,,,,,,,,
868th,488,Cresselia,Gen IV (Sinnoh),4,,,,,,,,,,
869th,301,Delcatty,Gen III (Hoenn),4,,,,,,,,,,
870th,386,Deoxys (Attack Forme),Gen III (Hoenn),4,,,,,,,,,,
871st,386,Deoxys (Defense Forme),Gen III (Hoenn),4,,,,,,,,,,
872nd,23,Ekans,Gen I (Kanto),4,,,,,,,,,,
873rd,830,Eldegoss,Gen VIII (Galar/Hisui),4,,,,,,,,,,
874th,956,Espathra,Gen IX (Paldea),4,,,,,,,,,,
875th,102,Exeggcute,Gen I (Kanto),4,,,,,,,,,,
876th,22,Fearow,Gen I (Kanto),4,,,,,,,,,,
877th,671,Florges,Gen VI (Kalos),4,,,,,,,,,,
878th,987,Flutter Mane,Gen IX (Paldea),4,,,,,,,,,,
879th,753,Fomantis,Gen VII (Alola),4,,,,,,,,,,
880th,444,Gabite,Gen IV (Sinnoh),4,,,,,,,,,,
881st,711,Gourgeist (Average Size),Gen VI (Kalos),4,,,,,,,,,,
882nd,711,Gourgeist (Super Size),Gen VI (Kalos),4,,,,,,,,,,
883rd,984,Great Tusk,Gen IX (Paldea),4,,,,,,,,,,
884th,326,Grumpig,Gen III (Hoenn),4,,,,,,,,,,
885th,440,Happiny,Gen IV (Sinnoh),4,,,,,,,,,,
886th,449,Hippopotas,Gen IV (Sinnoh),4,,,,,,,,,,
887th,628,Hisuian Braviary,Gen V (Unova),4,,,,,,,,,,
888th,876,Indeedee (Female),Gen VIII (Galar/Hisui),4,,,,,,,,,,
889th,941,Kilowattrel,Gen IX (Paldea),4,,,,,,,,,,
890th,98,Krabby,Gen I (Kanto),4,,,,,,,,,,
891st,305,Lairon,Gen III (Hoenn),4,,,,,,,,,,
892nd,219,Magcargo,Gen II (Johto),4,,,,,,,,,,
893rd,467,Magmortar,Gen IV (Sinnoh),4,,,,,,,,,,
894th,630,Mandibuzz,Gen V (Unova),4,,,,,,,,,,
895th,308,Medicham,Gen III (Hoenn),4,,,,,,,,,,
896th,65,Mega Alakazam,Gen I (Kanto),4,,,,,,,,,,
897th,208,Mega Steelix,Gen II (Johto),4,,,,,,,,,,
898th,375,Metang,Gen III (Hoenn),4,,,,,,,,,,
899th,868,Milcery,Gen VIII (Galar/Hisui),4,,,,,,,,,,
900th,439,Mime Jr.,Gen IV (Sinnoh),4,,,,,,,,,,
901st,164,Noctowl,Gen II (Johto),4,,,,,,,,,,
902nd,1014,Okidogi,Gen IX (Paldea),4,,,,,,,,,,
903rd,741,Oricorio (Sensu Style),Gen VII (Alola),4,,,,,,,,,,
904th,964,Palafin (Hero Form),Gen IX (Paldea),4,,,,,,,,,,
905th,484,Palkia (Origin Forme),Gen IV (Sinnoh),4,,,,,,,,,,
906th,25,Partner Pikachu,Gen I (Kanto),4,,,,,,,,,,
907th,922,Pawmo,Gen IX (Paldea),4,,,,,,,,,,
908th,548,Petilil,Gen V (Unova),4,,,,,,,,,,
909th,204,Pineco,Gen II (Johto),4,,,,,,,,,,
910th,315,Roselia,Gen III (Hoenn),4,,,,,,,,,,
911th,867,Runerigus,Gen VIII (Galar/Hisui),4,,,,,,,,,,
912th,616,Shelmet,Gen V (Unova),4,,,,,,,,,,
913th,275,Shiftry,Gen III (Hoenn),4,,,,,,,,,,
914th,287,Slakoth,Gen III (Hoenn),4,,,,,,,,,,
915th,238,Smoochum,Gen II (Johto),4,,,,,,,,,,
916th,234,Stantler,Gen II (Johto),4,,,,,,,,,,
917th,762,Steenee,Gen VII (Alola),4,,,,,,,,,,
918th,191,Sunkern,Gen II (Johto),4,,,,,,,,,,
919th,532,Timburr,Gen V (Unova),4,,,,,,,,,,
920th,948,Toedscool,Gen IX (Paldea),4,,,,,,,,,,
921st,49,Venomoth,Gen I (Kanto),4,,,,,,,,,,
922nd,329,Vibrava,Gen III (Hoenn),4,,,,,,,,,,
923rd,71,Victreebel,Gen I (Kanto),4,,,,,,,,,,
924th,591,Amoonguss,Gen V (Unova),3,,,,,,,,,,
925th,930,Arboliva,Gen IX (Paldea),3,,,,,,,,,,
926th,371,Bagon,Gen III (Hoenn),3,,,,,,,,,,
927th,614,Beartic,Gen V (Unova),3,,,,,,,,,,
928th,522,Blitzle,Gen V (Unova),3,,,,,,,,,,
929th,962,Bombirdier,Gen IX (Paldea),3,,,,,,,,,,
930th,436,Bronzor,Gen IV (Sinnoh),3,,,,,,,,,,
931st,659,Bunnelby,Gen VI (Kalos),3,,,,,,,,,,
932nd,898,Calyrex,Gen VIII (Galar/Hisui),3,,,,,,,,,,
933rd,935,Charcadet,Gen IX (Paldea),3,,,,,,,,,,
934th,692,Clauncher,Gen VI (Kalos),3,,,,,,,,,,
935th,638,Cobalion,Gen V (Unova),3,,,,,,,,,,
936th,546,Cottonee,Gen V (Unova),3,,,,,,,,,,
937th,740,Crabominable,Gen VII (Alola),3,,,,,,,,,,
938th,864,Cursola,Gen VIII (Galar/Hisui),3,,,,,,,,,,
939th,967,Cyclizar,Gen IX (Paldea),3,,,,,,,,,,
940th,85,Dodrio,Gen I (Kanto),3,,,,,,,,,,
941st,680,Doublade,Gen VI (Kalos),3,,,,,,,,,,
942nd,886,Drakloak,Gen VIII (Galar/Hisui),3,,,,,,,,,,
943rd,834,Drednaw,Gen VIII (Galar/Hisui),3,,,,,,,,,,
944th,817,Drizzile,Gen VIII (Galar/Hisui),3,,,,,,,,,,
945th,982,Dudunsparce (Three-Segment Form),Gen IX (Paldea),3,,,,,,,,,,
946th,963,Finizen,Gen IX (Paldea),3,,,,,,,,,,
947th,590,Foongus,Gen V (Unova),3,,,,,,,,,,
948th,996,Frigibax,Gen IX (Paldea),3,,,,,,,,,,
949th,144,Galarian Articuno,Gen I (Kanto),3,,,,,,,,,,
950th,83,Galarian Farfetch'd,Gen I (Kanto),3,,,,,,,,,,
951st,431,Glameow,Gen IV (Sinnoh),3,,,,,,,,,,
952nd,853,Grapploct,Gen VIII (Galar/Hisui),3,,,,,,,,,,
953rd,75,Graveler,Gen I (Kanto),3,,,,,,,,,,
954th,783,Hakamo-o,Gen VII (Alola),3,,,,,,,,,,
955th,215,Hisuian Sneasel,Gen II (Johto),3,,,,,,,,,,
956th,972,Houndstone,Gen IX (Paldea),3,,,,,,,,,,
957th,174,Igglybuff,Gen II (Johto),3,,,,,,,,,,
958th,1010,Iron Leaves,Gen IX (Paldea),3,,,,,,,,,,
959th,994,Iron Moth,Gen IX (Paldea),3,,,,,,,,,,
960th,588,Karrablast,Gen V (Unova),3,,,,,,,,,,
961st,900,Kleavor,Gen VIII (Galar/Hisui),3,,,,,,,,,,
962nd,645,Landorus (Incarnate Forme),Gen V (Unova),3,,,,,,,,,,
963rd,271,Lombre,Gen III (Hoenn),3,,,,,,,,,,
964th,308,Mega Medicham,Gen III (Hoenn),3,,,,,,,,,,
965th,18,Mega Pidgeot,Gen I (Kanto),3,,,,,,,,,,
966th,373,Mega Salamence,Gen III (Hoenn),3,,,,,,,,,,
967th,319,Mega Sharpedo,Gen III (Hoenn),3,,,,,,,,,,
968th,648,Meloetta (Pirouette Forme),Gen V (Unova),3,,,,,,,,,,
969th,866,Mr. Rime,Gen VIII (Galar/Hisui),3,,,,,,,,,,
970th,29,Nidoran♀,Gen I (Kanto),3,,,,,,,,,,
971st,32,Nidoran♂,Gen I (Kanto),3,,,,,,,,,,
972nd,30,Nidorina,Gen I (Kanto),3,,,,,,,,,,
973rd,1017,Ogerpon (Wellspring Mask),Gen IX (Paldea),3,,,,,,,,,,
974th,826,Orbeetle,Gen VIII (Galar/Hisui),3,,,,,,,,,,
975th,741,Oricorio (Baile Style),Gen VII (Alola),3,,,,,,,,,,
976th,904,Overqwil,Gen VIII (Galar/Hisui),3,,,,,,,,,,
977th,766,Passimian,Gen VII (Alola),3,,,,,,,,,,
978th,17,Pidgeotto,Gen I (Kanto),3,,,,,,,,,,
979th,731,Pikipek,Gen VII (Alola),3,,,,,,,,,,
980th,394,Prinplup,Gen IV (Sinnoh),3,,,,,,,,,,
981st,914,Quaquaval,Gen IX (Paldea),3,,,,,,,,,,
982nd,20,Raticate,Gen I (Kanto),3,,,,,,,,,,
983rd,378,Regice,Gen III (Hoenn),3,,,,,,,,,,
984th,377,Regirock,Gen III (Hoenn),3,,,,,,,,,,
985th,664,Scatterbug,Gen VI (Kalos),3,,,,,,,,,,
986th,372,Shelgon,Gen III (Hoenn),3,,,,,,,,,,
987th,410,Shieldon,Gen IV (Sinnoh),3,,,,,,,,,,
988th,512,Simisage,Gen V (Unova),3,,,,,,,,,,
989th,819,Skwovet,Gen VIII (Galar/Hisui),3,,,,,,,,,,
990th,434,Stunky,Gen IV (Sinnoh),3,,,,,,,,,,
991st,1024,Terapagos (Normal Form),Gen IX (Paldea),3,,,,,,,,,,
992nd,1003,Ting-Lu,Gen IX (Paldea),3,,,,,,,,,,
993rd,958,Tinkatuff,Gen IX (Paldea),3,,,,,,,,,,
994th,949,Toedscruel,Gen IX (Paldea),3,,,,,,,,,,
995th,521,Unfezant,Gen V (Unova),3,,,,,,,,,,
996th,416,Vespiquen,Gen IV (Sinnoh),3,,,,,,,,,,
997th,721,Volcanion,Gen VI (Kalos),3,,,,,,,,,,
998th,413,Wormadam (Trash Cloak),Gen IV (Sinnoh),3,,,,,,,,,,
999th,889,Zamazenta (Hero of Many Battles),Gen VIII (Galar/Hisui),3,,,,,,,,,,
1000th,50,Alolan Diglett,Gen I (Kanto),2,,,,,,,,,,
1001st,52,Alolan Meowth,Gen I (Kanto),2,,,,,,,,,,
1002nd,53,Alolan Persian,Gen I (Kanto),2,,,,,,,,,,
1003rd,168,Ariados,Gen II (Johto),2,,,,,,,,,,
1004th,683,Aromatisse,Gen VI (Kalos),2,,,,,,,,,,
1005th,847,Barraskewda,Gen VIII (Galar/Hisui),2,,,,,,,,,,
1006th,902,Basculegion (Female),Gen VIII (Galar/Hisui),2,,,,,,,,,,
1007th,902,Basculegion (Male),Gen VIII (Galar/Hisui),2,,,,,,,,,,
1008th,267,Beautifly,Gen III (Hoenn),2,,,,,,,,,,
1009th,947,Brambleghast,Gen IX (Paldea),2,,,,,,,,,,
1010th,351,Castform (Sunny Form),Gen III (Hoenn),2,,,,,,,,,,
1011th,256,Combusken,Gen III (Hoenn),2,,,,,,,,,,
1012th,790,Cosmoem,Gen VII (Alola),2,,,,,,,,,,
1013th,739,Crabrawler,Gen VII (Alola),2,,,,,,,,,,
1014th,159,Croconaw,Gen II (Johto),2,,,,,,,,,,
1015th,878,Cufant,Gen VIII (Galar/Hisui),2,,,,,,,,,,
1016th,555,Darmanitan (Galarian Standard Mode),Gen V (Unova),2,,,,,,,,,,
1017th,660,Diggersby,Gen VI (Kalos),2,,,,,,,,,,
1018th,977,Dondozo,Gen IX (Paldea),2,,,,,,,,,,
1019th,832,Dubwool,Gen VIII (Galar/Hisui),2,,,,,,,,,,
1020th,982,Dudunsparce (Two-Segment Form),Gen IX (Paldea),2,,,,,,,,,,
1021st,51,Dugtrio,Gen I (Kanto),2,,,,,,,,,,
1022nd,890,Eternatus (Eternamax),Gen VIII (Galar/Hisui),2,,,,,,,,,,
1023rd,597,Ferroseed,Gen V (Unova),2,,,,,,,,,,
1024th,479,Frost Rotom,Gen IV (Sinnoh),2,,,,,,,,,,
1025th,222,Galarian Corsola,Gen II (Johto),2,,,,,,,,,,
1026th,146,Galarian Moltres,Gen I (Kanto),2,,,,,,,,,,
1027th,122,Galarian Mr. Mime,Gen I (Kanto),2,,,,,,,,,,
1028th,199,Galarian Slowking,Gen II (Johto),2,,,,,,,,,,
1029th,618,Galarian Stunfisk,Gen V (Unova),2,,,,,,,,,,
1030th,110,Galarian Weezing,Gen I (Kanto),2,,,,,,,,,,
1031st,145,Galarian Zapdos,Gen I (Kanto),2,,,,,,,,,,
1032nd,999,Gimmighoul (Chest Form),Gen IX (Paldea),2,,,,,,,,,,
1033rd,999,Gimmighoul (Roaming Form),Gen IX (Paldea),2,,,,,,,,,,
1034th,388,Grotle,Gen IV (Sinnoh),2,,,,,,,,,,
1035th,533,Gurdurr,Gen V (Unova),2,,,,,,,,,,
1036th,479,Heat Rotom,Gen IV (Sinnoh),2,,,,,,,,,,
1037th,705,Hisuian Sliggoo,Gen VI (Kalos),2,,,,,,,,,,
1038th,1022,Iron Boulder,Gen IX (Paldea),2,,,,,,,,,,
1039th,600,Klang,Gen V (Unova),2,,,,,,,,,,
1040th,891,Kubfu,Gen VIII (Galar/Hisui),2,,,,,,,,,,
1041st,165,Ledyba,Gen II (Johto),2,,,,,,,,,,
1042nd,240,Magby,Gen II (Johto),2,,,,,,,,,,
1043rd,942,Maschiff,Gen IX (Paldea),2,,,,,,,,,,
1044th,150,Mega Mewtwo X,Gen I (Kanto),2,,,,,,,,,,
1045th,150,Mega Mewtwo Y,Gen I (Kanto),2,,,,,,,,,,
1046th,80,Mega Slowbro,Gen I (Kanto),2,,,,,,,,,,
1047th,414,Mothim,Gen IV (Sinnoh),2,,,,,,,,,,
1048th,479,Mow Rotom,Gen IV (Sinnoh),2,,,,,,,,,,
1049th,1015,Munkidori,Gen IX (Paldea),2,,,,,,,,,,
1050th,933,Naclstack,Gen IX (Paldea),2,,,,,,,,,,
1051st,290,Nincada,Gen III (Hoenn),2,,,,,,,,,,
1052nd,274,Nuzleaf,Gen III (Hoenn),2,,,,,,,,,,
1053rd,139,Omastar,Gen I (Kanto),2,,,,,,,,,,
1054th,741,Oricorio (Pa'u Style),Gen VII (Alola),2,,,,,,,,,,
1055th,1012,Poltchageist,Gen IX (Paldea),2,,,,,,,,,,
1056th,247,Pupitar,Gen II (Johto),2,,,,,,,,,,
1057th,223,Remoraid,Gen II (Johto),2,,,,,,,,,,
1058th,111,Rhyhorn,Gen I (Kanto),2,,,,,,,,,,
1059th,821,Rookidee,Gen VIII (Galar/Hisui),2,,,,,,,,,,
1060th,844,Sandaconda,Gen VIII (Galar/Hisui),2,,,,,,,,,,
1061st,989,Sandy Shocks,Gen IX (Paldea),2,,,,,,,,,,
1062nd,119,Seaking,Gen I (Kanto),2,,,,,,,,,,
1063rd,86,Seel,Gen I (Kanto),2,,,,,,,,,,
1064th,690,Skrelp,Gen VI (Kalos),2,,,,,,,,,,
1065th,338,Solrock,Gen III (Hoenn),2,,,,,,,,,,
1066th,581,Swanna,Gen V (Unova),2,,,,,,,,,,
1067th,276,Taillow,Gen III (Hoenn),2,,,,,,,,,,
1068th,128,Tauros (Aqua Breed),Gen I (Kanto),2,,,,,,,,,,
1069th,642,Thundurus (Therian Forme),Gen V (Unova),2,,,,,,,,,,
1070th,564,Tirtouga,Gen V (Unova),2,,,,,,,,,,
1071st,732,Trumbeak,Gen VII (Alola),2,,,,,,,,,,
1072nd,535,Tympole,Gen V (Unova),2,,,,,,,,,,
1073rd,236,Tyrogue,Gen II (Johto),2,,,,,,,,,,
1074th,583,Vanillish,Gen V (Unova),2,,,,,,,,,,
1075th,965,Varoom,Gen IX (Paldea),2,,,,,,,,,,
1076th,313,Volbeat,Gen III (Hoenn),2,,,,,,,,,,
1077th,940,Wattrel,Gen IX (Paldea),2,,,,,,,,,,
1078th,293,Whismur,Gen III (Hoenn),2,,,,,,,,,,
1079th,413,Wormadam (Plant Cloak),Gen IV (Sinnoh),2,,,,,,,,,,
1080th,889,Zamazenta (Crowned Shield),Gen VIII (Galar/Hisui),2,,,,,,,,,,
1081st,617,Accelgor,Gen V (Unova),1,,,,,,,,,,
1082nd,76,Alolan Golem,Gen I (Kanto),1,,,,,,,,,,
1083rd,88,Alolan Grimer,Gen I (Kanto),1,,,,,,,,,,
1084th,20,Alolan Raticate,Gen I (Kanto),1,,,,,,,,,,
1085th,594,Alomomola,Gen V (Unova),1,,,,,,,,,,
1086th,997,Arctibax,Gen IX (Paldea),1,,,,,,,,,,
1087th,550,Basculin (Red-Striped Form),Gen V (Unova),1,,,,,,,,,,
1088th,550,Basculin (White-Striped Form),Gen V (Unova),1,,,,,,,,,,
1089th,400,Bibarel,Gen IV (Sinnoh),1,,,,,,,,,,
1090th,688,Binacle,Gen VI (Kalos),1,,,,,,,,,,
1091st,824,Blipbug,Gen VIII (Galar/Hisui),1,,,,,,,,,,
1092nd,626,Bouffalant,Gen V (Unova),1,,,,,,,,,,
1093rd,986,Brute Bonnet,Gen IX (Paldea),1,,,,,,,,,,
1094th,412,Burmy (Trash Cloak),Gen IV (Sinnoh),1,,,,,,,,,,
1095th,898,Calyrex (Ice Rider),Gen VIII (Galar/Hisui),1,,,,,,,,,,
1096th,951,Capsakid,Gen IX (Paldea),1,,,,,,,,,,
1097th,838,Carkol,Gen VIII (Galar/Hisui),1,,,,,,,,,,
1098th,268,Cascoon,Gen III (Hoenn),1,,,,,,,,,,
1099th,555,Darmanitan (Galarian Zen Mode),Gen V (Unova),1,,,,,,,,,,
1100th,386,Deoxys (Speed Forme),Gen III (Hoenn),1,,,,,,,,,,
1101st,929,Dolliv,Gen IX (Paldea),1,,,,,,,,,,
1102nd,905,Enamorus (Incarnate Forme),Gen VIII (Galar/Hisui),1,,,,,,,,,,
1103rd,456,Finneon,Gen IV (Sinnoh),1,,,,,,,,,,
1104th,955,Flittle,Gen IX (Paldea),1,,,,,,,,,,
1105th,657,Frogadier,Gen VI (Kalos),1,,,,,,,,,,
1106th,52,Galarian Meowth,Gen I (Kanto),1,,,,,,,,,,
1107th,896,Glastrier,Gen VIII (Galar/Hisui),1,,,,,,,,,,
1108th,969,Glimmet,Gen IX (Paldea),1,,,,,,,,,,
1109th,118,Goldeen,Gen I (Kanto),1,,,,,,,,,,
1110th,368,Gorebyss,Gen III (Hoenn),1,,,,,,,,,,
1111th,1020,Gouging Fire,Gen IX (Paldea),1,,,,,,,,,,
1112th,711,Gourgeist (Large Size),Gen VI (Kalos),1,,,,,,,,,,
1113th,711,Gourgeist (Small Size),Gen VI (Kalos),1,,,,,,,,,,
1114th,210,Granbull,Gen II (Johto),1,,,,,,,,,,
1115th,450,Hippowdon,Gen IV (Sinnoh),1,,,,,,,,,,
1116th,163,Hoothoot,Gen II (Johto),1,,,,,,,,,,
1117th,992,Iron Hands,Gen IX (Paldea),1,,,,,,,,,,
1118th,995,Iron Thorns,Gen IX (Paldea),1,,,,,,,,,,
1119th,14,Kakuna,Gen I (Kanto),1,,,,,,,,,,
1120th,798,Kartana,Gen VII (Alola),1,,,,,,,,,,
1121st,345,Lileep,Gen III (Hoenn),1,,,,,,,,,,
1122nd,294,Loudred,Gen III (Hoenn),1,,,,,,,,,,
1123rd,337,Lunatone,Gen III (Hoenn),1,,,,,,,,,,
1124th,67,Machoke,Gen I (Kanto),1,,,,,,,,,,
1125th,307,Meditite,Gen III (Hoenn),1,,,,,,,,,,
1126th,323,Mega Camerupt,Gen III (Hoenn),1,,,,,,,,,,
1127th,362,Mega Glalie,Gen III (Hoenn),1,,,,,,,,,,
1128th,130,Mega Gyarados,Gen I (Kanto),1,,,,,,,,,,
1129th,115,Mega Kangaskhan,Gen I (Kanto),1,,,,,,,,,,
1130th,380,Mega Latias,Gen III (Hoenn),1,,,,,,,,,,
1131st,127,Mega Pinsir,Gen I (Kanto),1,,,,,,,,,,
1132nd,248,Mega Tyranitar,Gen II (Johto),1,,,,,,,,,,
1133rd,919,Nymble,Gen IX (Paldea),1,,,,,,,,,,
1134th,1017,Ogerpon (Cornerstone Mask),Gen IX (Paldea),1,,,,,,,,,,
1135th,515,Panpour,Gen V (Unova),1,,,,,,,,,,
1136th,504,Patrat,Gen V (Unova),1,,,,,,,,,,
1137th,489,Phione,Gen IV (Sinnoh),1,,,,,,,,,,
1138th,913,Quaxwell,Gen IX (Paldea),1,,,,,,,,,,
1139th,954,Rabsca,Gen IX (Paldea),1,,,,,,,,,,
1140th,895,Regidrago,Gen VIII (Galar/Hisui),1,,,,,,,,,,
1141st,952,Scovillain,Gen IX (Paldea),1,,,,,,,,,,
1142nd,364,Sealeo,Gen III (Hoenn),1,,,,,,,,,,
1143rd,944,Shroodle,Gen IX (Paldea),1,,,,,,,,,,
1144th,21,Spearow,Gen I (Kanto),1,,,,,,,,,,
1145th,918,Spidops,Gen IX (Paldea),1,,,,,,,,,,
1146th,931,Squawkabilly (Green Plumage),Gen IX (Paldea),1,,,,,,,,,,
1147th,397,Staravia,Gen IV (Sinnoh),1,,,,,,,,,,
1148th,787,Tapu Bulu,Gen VII (Alola),1,,,,,,,,,,
1149th,788,Tapu Fini,Gen VII (Alola),1,,,,,,,,,,
1150th,917,Tarountula,Gen IX (Paldea),1,,,,,,,,,,
1151st,978,Tatsugiri (Droopy Form),Gen IX (Paldea),1,,,,,,,,,,
1152nd,128,Tauros (Blaze Breed),Gen I (Kanto),1,,,,,,,,,,
1153rd,639,Terrakion,Gen V (Unova),1,,,,,,,,,,
1154th,538,Throh,Gen V (Unova),1,,,,,,,,,,
1155th,641,Tornadus (Therian Forme),Gen V (Unova),1,,,,,,,,,,
1156th,520,Tranquill,Gen V (Unova),1,,,,,,,,,,
1157th,288,Vigoroth,Gen III (Hoenn),1,,,,,,,,,,
1158th,629,Vullaby,Gen V (Unova),1,,,,,,,,,,
1159th,479,Wash Rotom,Gen IV (Sinnoh),1,,,,,,,,,,
1160th,899,Wyrdeer,Gen VIII (Galar/Hisui),1,,,,,,,,,,
1161st,718,Zygarde (10% Forme),Gen VI (Kalos),1,,,,,,,,,,
1162nd,74,Alolan Geodude,Gen I (Kanto),0,,,,,,,,,,
1163rd,75,Alolan Graveler,Gen I (Kanto),0,,,,,,,,,,
1164th,883,Arctovish,Gen VIII (Galar/Hisui),0,,,,,,,,,,
1165th,846,Arrokuda,Gen VIII (Galar/Hisui),0,,,,,,,,,,
1166th,550,Basculin (Blue-Striped Form),Gen V (Unova),0,,,,,,,,,,
1167th,946,Bramblin,Gen IX (Paldea),0,,,,,,,,,,
1168th,412,Burmy (Plant Cloak),Gen IV (Sinnoh),0,,,,,,,,,,
1169th,412,Burmy (Sandy Cloak),Gen IV (Sinnoh),0,,,,,,,,,,
1170th,898,Calyrex (Shadow Rider),Gen VIII (Galar/Hisui),0,,,,,,,,,,
1171st,318,Carvanha,Gen III (Hoenn),0,,,,,,,,,,
1172nd,351,Castform (Rainy Form),Gen III (Hoenn),0,,,,,,,,,,
1173rd,351,Castform (Snowy Form),Gen III (Hoenn),0,,,,,,,,,,
1174th,910,Crocalor,Gen IX (Paldea),0,,,,,,,,,,
1175th,555,Darmanitan (Zen Mode),Gen V (Unova),0,,,,,,,,,,
1176th,483,Dialga (Origin Forme),Gen IV (Sinnoh),0,,,,,,,,,,
1177th,1011,Dipplin,Gen IX (Paldea),0,,,,,,,,,,
1178th,875,Eiscue (Noice Face),Gen VIII (Galar/Hisui),0,,,,,,,,,,
1179th,905,Enamorus (Therian Forme),Gen VIII (Galar/Hisui),0,,,,,,,,,,
1180th,479,Fan Rotom,Gen IV (Sinnoh),0,,,,,,,,,,
1181st,562,Galarian Yamask,Gen V (Unova),0,,,,,,,,,,
1182nd,42,Golbat,Gen I (Kanto),0,,,,,,,,,,
1183rd,829,Gossifleur,Gen VIII (Galar/Hisui),0,,,,,,,,,,
1184th,735,Gumshoos,Gen VII (Alola),0,,,,,,,,,,
1185th,713,Hisuian Avalugg,Gen VI (Kalos),0,,,,,,,,,,
1186th,101,Hisuian Electrode,Gen I (Kanto),0,,,,,,,,,,
1187th,211,Hisuian Qwilfish,Gen II (Johto),0,,,,,,,,,,
1188th,367,Huntail,Gen III (Hoenn),0,,,,,,,,,,
1189th,314,Illumise,Gen III (Hoenn),0,,,,,,,,,,
1190th,1023,Iron Crown,Gen IX (Paldea),0,,,,,,,,,,
1191st,993,Iron Jugulis,Gen IX (Paldea),0,,,,,,,,,,
1192nd,990,Iron Treads,Gen IX (Paldea),0,,,,,,,,,,
1193rd,645,Landorus (Therian Forme),Gen V (Unova),0,,,,,,,,,,
1194th,460,Mega Abomasnow,Gen IV (Sinnoh),0,,,,,,,,,,
1195th,142,Mega Aerodactyl,Gen I (Kanto),0,,,,,,,,,,
1196th,214,Mega Heracross,Gen II (Johto),0,,,,,,,,,,
1197th,381,Mega Latios,Gen III (Hoenn),0,,,,,,,,,,
1198th,310,Mega Manectric,Gen III (Hoenn),0,,,,,,,,,,
1199th,916,Oinkologne (Female),Gen IX (Paldea),0,,,,,,,,,,
1200th,916,Oinkologne (Male),Gen IX (Paldea),0,,,,,,,,,,
1201st,964,Palafin (Zero Form),Gen IX (Paldea),0,,,,,,,,,,
1202nd,837,Rolycoly,Gen VIII (Galar/Hisui),0,,,,,,,,,,
1203rd,843,Silicobra,Gen VIII (Galar/Hisui),0,,,,,,,,,,
1204th,705,Sliggoo,Gen VI (Kalos),0,,,,,,,,,,
1205th,931,Squawkabilly (Blue Plumage),Gen IX (Paldea),0,,,,,,,,,,
1206th,931,Squawkabilly (White Plumage),Gen IX (Paldea),0,,,,,,,,,,
1207th,931,Squawkabilly (Yellow Plumage),Gen IX (Paldea),0,,,,,,,,,,
1208th,938,Tadbulb,Gen IX (Paldea),0,,,,,,,,,,
1209th,128,Tauros (Combat Breed),Gen I (Kanto),0,,,,,,,,,,
1210th,72,Tentacool,Gen I (Kanto),0,,,,,,,,,,
1211th,642,Thundurus (Incarnate Forme),Gen V (Unova),0,,,,,,,,,,
1212th,641,Tornadus (Incarnate Forme),Gen V (Unova),0,,,,,,,,,,
1213th,976,Veluza,Gen IX (Paldea),0,,,,,,,,,,
1214th,413,Wormadam (Sandy Cloak),Gen IV (Sinnoh),0,,,,,,,,,,
1215th,888,Zacian (Hero of Many Battles),Gen VIII (Galar/Hisui),0,,,,,,,,,,
